EmployeeID,NationalIDNumber,LoginID,ManagerID,FirstName,MiddleName,LastName,Title,EmailAddress,EmailPromotion,Phone,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag
269,323403273,adventure-works\wanida0,6,Wanida,M,Benshoof,"Marketing Assistant",wanida0@adventure-works.com,2,708-555-0141,"1965-04-17 00:00:00",M,F,"2001-02-07 00:00:00",0,41,40,1
270,56920285,adventure-works\sharon0,3,Sharon,B,Salavaria,"Design Engineer",sharon0@adventure-works.com,2,970-555-0138,"1951-06-03 00:00:00",M,F,"2001-02-18 00:00:00",1,4,22,1
271,222969461,adventure-works\john5,6,John,L,Wood,"Marketing Specialist",john5@adventure-works.com,2,486-555-0150,"1968-04-06 00:00:00",S,M,"2001-03-10 00:00:00",0,48,44,1
272,52541318,adventure-works\mary2,6,Mary,A,Dempsey,"Marketing Assistant",mary2@adventure-works.com,1,124-555-0114,"1968-03-01 00:00:00",S,F,"2001-03-17 00:00:00",0,43,41,1
273,112432117,adventure-works\brian3,109,Brian,S,Welcker,"Vice President of Sales",brian3@adventure-works.com,0,716-555-0127,"1967-07-08 00:00:00",S,M,"2001-03-18 00:00:00",1,10,25,1
274,895209680,adventure-works\sheela0,71,Sheela,H,Word,"Purchasing Manager",sheela0@adventure-works.com,0,210-555-0193,"1968-03-13 00:00:00",S,F,"2001-03-28 00:00:00",1,49,44,1
275,841560125,adventure-works\michael9,268,Michael,G,Blythe,"Sales Representative",michael9@adventure-works.com,1,257-555-0154,"1959-01-26 00:00:00",S,M,"2001-07-01 00:00:00",1,38,39,1
276,191644724,adventure-works\linda3,268,Linda,C,Mitchell,"Sales Representative",linda3@adventure-works.com,0,883-555-0116,"1970-03-30 00:00:00",M,F,"2001-07-01 00:00:00",1,27,33,1
277,615389812,adventure-works\jillian0,268,Jillian,NULL,Carson,"Sales Representative",jillian0@adventure-works.com,1,517-555-0117,"1952-09-29 00:00:00",S,F,"2001-07-01 00:00:00",1,24,32,1
278,234474252,adventure-works\garrett1,268,Garrett,R,Vargas,"Sales Representative",garrett1@adventure-works.com,0,922-555-0165,"1965-03-07 00:00:00",M,M,"2001-07-01 00:00:00",1,33,36,1
279,716374314,adventure-works\tsvi0,268,Tsvi,Michael,Reiter,"Sales Representative",tsvi0@adventure-works.com,1,664-555-0112,"1964-02-19 00:00:00",M,M,"2001-07-01 00:00:00",1,29,34,1
280,61161660,adventure-works\pamela0,268,Pamela,O,Ansman-Wolfe,"Sales Representative",pamela0@adventure-works.com,1,340-555-0193,"1965-01-06 00:00:00",S,F,"2001-07-01 00:00:00",1,22,31,1
281,139397894,adventure-works\shu0,268,Shu,K,Ito,"Sales Representative",shu0@adventure-works.com,2,330-555-0120,"1958-04-10 00:00:00",M,M,"2001-07-01 00:00:00",1,26,33,1
282,399771412,adventure-works\josé1,268,José,Edvaldo,Saraiva,"Sales Representative",josé1@adventure-works.com,0,185-555-0169,"1954-01-11 00:00:00",M,M,"2001-07-01 00:00:00",1,31,35,1
283,987554265,adventure-works\david8,268,David,R,Campbell,"Sales Representative",david8@adventure-works.com,0,740-555-0182,"1964-03-14 00:00:00",S,M,"2001-07-01 00:00:00",1,23,31,1
284,982310417,adventure-works\amy0,273,Amy,E,Alberts,"European Sales Manager",amy0@adventure-works.com,1,775-555-0164,"1947-10-22 00:00:00",M,F,"2002-05-18 00:00:00",1,21,30,1
285,668991357,adventure-works\jae0,284,Jae,B,Pak,"Sales Representative",jae0@adventure-works.com,0,"1 (11) 500 555-0145","1958-04-18 00:00:00",M,F,"2002-07-01 00:00:00",1,37,38,1
286,134219713,adventure-works\ranjit0,284,Ranjit,R,"Varkey Chudukatil","Sales Representative",ranjit0@adventure-works.com,0,"1 (11) 500 555-0117","1965-10-31 00:00:00",S,M,"2002-07-01 00:00:00",1,34,37,1
287,90836195,adventure-works\tete0,268,Tete,A,Mensa-Annan,"Sales Representative",tete0@adventure-works.com,1,615-555-0153,"1968-02-06 00:00:00",M,M,"2002-11-01 00:00:00",1,39,39,1
288,481044938,adventure-works\syed0,273,Syed,E,Abbas,"Pacific Sales Manager",syed0@adventure-works.com,0,926-555-0182,"1965-02-11 00:00:00",M,M,"2003-04-15 00:00:00",1,20,30,1
289,954276278,adventure-works\rachel0,284,Rachel,B,Valdez,"Sales Representative",rachel0@adventure-works.com,0,"1 (11) 500 555-0140","1965-08-09 00:00:00",S,F,"2003-07-01 00:00:00",1,35,37,1
290,758596752,adventure-works\lynn0,288,Lynn,N,Tsoflias,"Sales Representative",lynn0@adventure-works.com,2,"1 (11) 500 555-0190","1961-04-18 00:00:00",S,F,"2003-07-01 00:00:00",1,36,38,1
